start	end	versus	chrom
124349119	124360975	right	chr10
124366579	124423965	left	chr10
124429942	124510343	right	chr10
124521676	124550364	left	chr10
124556011	124682648	right	chr10
124694337	124809477	left	chr10
124814711	124884151	right	chr10
124889588	125154329	left	chr10
125159760	125182831	right	chr10
125188572	125269036	left	chr10
125274710	125924835	right	chr10
125930346	126281115	left	chr10
126286838	126304216	right	chr10
126315645	126471201	right	chr10
126488390	127126371	right	chr10
127132438	127241681	left	chr10
127247232	127425491	right	chr10
127431123	127552145	left	chr10
127557871	127690233	right	chr10
127695759	127793332	left	chr10
127799354	127822201	right	chr10
127828161	127943201	left	chr10
127954620	127977683	right	chr10
127982982	128017673	left	chr10
128023585	128092341	right	chr10
128098284	128207535	left	chr10
128213319	128351142	right	chr10
128357196	128437512	left	chr10
128443018	128454652	right	chr10
128466174	128489007	right	chr10
128495015	128569792	left	chr10
128581372	128661523	right	chr10
128667628	128776568	left	chr10
128782577	128834315	right	chr10
128839822	129564724	left	chr10
129569984	129742801	right	chr10
129748222	129897881	left	chr10
129903554	129984019	right	chr10
129995706	130139634	left	chr10
130145259	130300520	right	chr10
130317808	130340637	right	chr10
3130376	3291750	right	chr11
3297033	3326027	left	chr11
3331619	3435376	right	chr11
3441046	3498808	left	chr11
3504275	3573542	right	chr11
3578828	3694005	left	chr11
3699912	3935683	right	chr11
3941434	4056063	left	chr11
4061768	4159989	right	chr11
4165705	4234498	left	chr11
4240036	4361287	right	chr11
4366708	4412681	left	chr11
4418252	4619674	right	chr11
4625589	4757919	left	chr11
4763415	4907554	right	chr11
4913087	4987910	left	chr11
4993725	5051042	right	chr11
5056977	5114342	left	chr11
5120025	5235246	right	chr11
5240558	5344179	left	chr11
5349775	5419110	right	chr11
5424501	5511208	left	chr11
5516731	5597059	right	chr11
5603122	5712504	left	chr11
5717787	5787023	right	chr11
5792970	5861816	left	chr11
5867546	5965119	right	chr11
5970780	6040110	left	chr11
6045945	6316279	right	chr11
6321656	6373376	left	chr11
6379191	6408088	right	chr11
6413500	6546225	left	chr11
6551937	6626550	right	chr11
6632375	7092107	left	chr11
7097823	7184389	right	chr11
7190098	7270659	left	chr11
7276430	7333908	right	chr11
7339573	7448625	left	chr11
7454587	7787817	right	chr11
7793541	8161952	left	chr11
8167743	8627483	right	chr11
8633494	8736822	left	chr11
8748195	8771388	right	chr11
8788321	8799997	right	chr11
8805608	8914904	left	chr11
8932147	8961006	right	chr11
8972625	8989983	right	chr11
8995745	9415523	left	chr11
9420805	9467071	right	chr11
9472587	9616498	left	chr11
9622094	9742946	right	chr11
9754393	9841036	left	chr11
9846747	9956028	right	chr11
9961746	10018857	left	chr11
10024592	10082222	right	chr11
10087752	10139853	left	chr11
10145521	10306596	right	chr11
10312446	10381309	left	chr11
10387025	10858766	right	chr11
10864437	11111671	left	chr11
11122979	11312857	left	chr11
11318451	11772834	right	chr11
11778597	11864765	left	chr11
11870585	11933826	right	chr11
11939407	12474461	left	chr11
12479987	12502923	right	chr11
12514610	12669720	left	chr11
12675413	12761651	right	chr11
12767357	12842313	left	chr11
12848223	13020754	right	chr11
13031750	13146989	left	chr11
13152944	13371383	right	chr11
13376819	13388377	left	chr11
13400035	13503522	right	chr11
13514762	13635866	left	chr11
13647009	13727623	right	chr11
13733452	13900458	left	chr11
13906107	14055783	right	chr11
14061205	14234046	left	chr11
14239652	14314478	right	chr11
14320222	14406482	left	chr11
14411804	14504153	right	chr11
14509758	14618818	left	chr11
14624708	14739855	right	chr11
14751490	14883729	left	chr11
14889280	14981170	right	chr11
14992891	15130963	left	chr11
15136379	15291609	right	chr11
15297559	15441390	left	chr11
15446870	15492858	right	chr11
15498951	15705861	left	chr11
15711541	15837908	right	chr11
15843502	16027603	left	chr11
16033500	16091272	right	chr11
16131498	16160065	left	chr11
16165893	16246104	right	chr11
16257860	16372820	left	chr11
16378286	16700592	right	chr11
16712034	16924967	right	chr11
16936415	17344522	left	chr11
17361819	17522934	left	chr11
17528434	17735712	right	chr11
17740999	17833086	left	chr11
17844974	18155326	right	chr11
18161246	18350938	left	chr11
18356556	18391112	right	chr11
18402665	18419757	right	chr11
18425597	18505809	left	chr11
18511499	18615399	right	chr11
18620756	18701657	left	chr11
18713034	18845534	right	chr11
18850818	18949023	left	chr11
18954657	19069558	right	chr11
19075168	19195906	left	chr11
19201703	19293698	right	chr11
19299580	19339621	left	chr11
19345476	19885837	right	chr11
19891794	19926359	left	chr11
19931963	20012711	right	chr11
20018402	20098933	left	chr11
20104363	20277050	right	chr11
20305995	20414816	left	chr11
20420502	20529860	right	chr11
20535626	20628013	left	chr11
20633463	20714242	right	chr11
20719681	20805835	left	chr11
20811536	20898209	right	chr11
20903939	20955468	left	chr11
20961190	21024448	right	chr11
21035890	21047308	right	chr11
21053238	21151244	left	chr11
21156948	21174015	right	chr11
21185351	21202600	right	chr11
21208575	21725935	left	chr11
21748908	21795247	left	chr11
21800505	21973214	right	chr11
21978797	22122833	left	chr11
22128494	22686182	right	chr11
22709114	22749605	left	chr11
22755284	22870242	right	chr11
22875819	22927884	left	chr11
22933508	23037106	right	chr11
23042994	23232643	left	chr11
23238365	23255328	right	chr11
23261116	23359027	left	chr11
23364700	23542835	right	chr11
23560374	24060371	left	chr11
24066100	24089181	right	chr11
24095242	24181361	left	chr11
24186952	24250424	right	chr11
24255812	24284667	left	chr11
24290659	24302207	right	chr11
24307703	24370982	left	chr11
24376913	24468955	right	chr11
24485998	24503256	right	chr11
24514590	24646965	left	chr11
24652927	24802411	right	chr11
24813828	24865797	left	chr11
24882811	24911471	right	chr11
24934266	24945833	left	chr11
24951668	24986533	right	chr11
24992183	25095564	left	chr11
25101066	25273565	right	chr11
25279500	25296802	left	chr11
25308456	25417416	left	chr11
25423351	25463459	right	chr11
25469383	25567295	left	chr11
25572736	25647706	right	chr11
25653305	25733734	left	chr11
25739568	25825656	right	chr11
25831531	25889230	left	chr11
25895002	25992338	right	chr11
25998497	26009859	left	chr11
26027183	26078581	left	chr11
26084483	26159342	right	chr11
26165047	26262920	left	chr11
26268532	26435252	right	chr11
26441207	26636583	left	chr11
26642499	26722723	right	chr11
26728579	26843806	left	chr11
26849087	26964398	right	chr11
26969856	27050717	left	chr11
27056156	27148540	right	chr11
27154011	27263385	left	chr11
27268827	27378175	right	chr11
27389605	27510363	left	chr11
27521932	27717567	right	chr11
27723358	27769219	left	chr11
27780529	27792418	right	chr11
27798064	27826835	left	chr11
27838085	27941920	right	chr11
27947438	28097192	left	chr11
28114144	28125587	left	chr11
28137114	28200402	right	chr11
28206240	28217797	left	chr11
28223271	28321545	right	chr11
28332830	28470913	left	chr11
28482170	29350575	right	chr11
29356005	29373358	left	chr11
29379497	29569310	right	chr11
29574883	29603449	left	chr11
29609376	29729863	right	chr11
29735530	30011741	left	chr11
30017311	30259258	right	chr11
30264502	30379875	left	chr11
30391289	30443035	right	chr11
30448746	30557913	left	chr11
30575076	30810860	right	chr11
30816507	30966456	left	chr11
30972208	31092665	right	chr11
31104419	31294200	left	chr11
31299672	31403255	right	chr11
31414804	31518367	left	chr11
31524143	31725510	right	chr11
31730858	31897715	left	chr11
31903355	32237051	right	chr11
32242981	32334873	left	chr11
32340565	32363608	right	chr11
32369260	32455563	left	chr11
32461426	32553101	right	chr11
32559151	32576226	left	chr11
32587642	32990347	left	chr11
32996078	33070562	right	chr11
33076291	33369751	left	chr11
33375748	33542521	right	chr11
33548062	33663025	left	chr11
33668676	33691710	right	chr11
33697476	33795066	left	chr11
33801210	33881347	right	chr11
33887329	33967837	left	chr11
33973728	33996406	right	chr11
34007838	34025321	right	chr11
34030834	34192102	left	chr11
34197876	34410615	right	chr11
34416419	34445051	left	chr11
34450734	34755709	right	chr11
34761322	34772842	left	chr11
34790319	34899397	right	chr11
34905091	34974409	left	chr11
34980200	35106705	right	chr11
35112002	35129625	left	chr11
35135332	35215857	right	chr11
35221665	35313567	left	chr11
35319063	35388140	right	chr11
35394205	35509117	left	chr11
35514992	35819522	right	chr11
35825067	35836888	left	chr11
35854212	35871459	left	chr11
35877219	35974565	right	chr11
35980446	36469483	left	chr11
36474814	36520854	right	chr11
36526686	36635859	left	chr11
36641636	36734032	right	chr11
36739644	36848960	left	chr11
36854332	36958282	right	chr11
36963846	37021461	left	chr11
37027138	37153623	right	chr11
37159358	37303284	left	chr11
37308691	37429385	right	chr11
37435210	37464305	left	chr11
37469910	37527547	right	chr11
37538547	37584679	left	chr11
37590701	37607649	right	chr11
37624904	37722910	right	chr11
37728320	37854933	left	chr11
37860847	37987240	right	chr11
37992794	38125393	left	chr11
38130864	38268992	right	chr11
38274683	38401532	left	chr11
38412708	38631427	right	chr11
38636858	38803901	left	chr11
38809633	39039794	right	chr11
39051095	39194973	left	chr11
39200671	39298276	right	chr11
39303892	39327156	left	chr11
39332666	39355567	right	chr11
39372848	39401852	right	chr11
39407492	39522535	left	chr11
39528182	39643530	right	chr11
39648917	39758405	left	chr11
39763851	39815843	right	chr11
39821576	40028805	left	chr11
40034217	40137978	right	chr11
40143474	40304392	left	chr11
40310111	40736000	right	chr11
40741352	41184480	left	chr11
41190083	41230432	right	chr11
41235847	41293684	left	chr11
41305190	41351205	right	chr11
41356537	41569546	left	chr11
41575138	41719229	right	chr11
41724537	41839650	left	chr11
41845345	42098385	right	chr11
42109966	42190323	left	chr11
42196043	42271309	right	chr11
42276881	42340072	left	chr11
42345536	42357334	right	chr11
42368765	42449353	left	chr11
42454892	42495344	right	chr11
42501160	42546956	left	chr11
42558408	42581448	left	chr11
42587126	42684961	right	chr11
42690667	42800035	left	chr11
42805633	42920944	right	chr11
42926568	43041390	left	chr11
43053189	43536158	right	chr11
43542000	44065052	left	chr11
44070990	44099477	right	chr11
44105481	44232009	left	chr11
44237536	44335337	right	chr11
44346556	44358150	left	chr11
44364185	44525231	right	chr11
44530945	44680501	left	chr11
44686051	44709162	right	chr11
44714904	44726441	left	chr11
44732182	44754898	right	chr11
44760714	44938907	left	chr11
44944867	45065443	right	chr11
45071368	45180593	left	chr11
45186344	45295405	right	chr11
45301096	45370088	left	chr11
45375864	45847321	right	chr11
45853412	45870544	left	chr11
45887821	45922404	left	chr11
45927935	46014527	right	chr11
46019890	46089022	left	chr11
46094500	46146702	right	chr11
46152237	46623822	left	chr11
46635451	46739002	right	chr11
46744613	46928731	left	chr11
46934465	47100975	right	chr11
47106656	47221584	left	chr11
47227423	47336613	right	chr11
47342636	47423274	left	chr11
47428675	47440376	right	chr11
47468975	47503395	right	chr11
47509185	47624145	left	chr11
47629851	47716445	right	chr11
47721846	47877293	left	chr11
47894435	48009551	right	chr11
48015463	48159006	left	chr11
48164669	48308326	right	chr11
48331259	48377603	left	chr11
48383359	48866161	right	chr11
48872126	49193822	left	chr11
49199892	49803748	right	chr11
49809242	49958779	left	chr11
49964346	50068006	right	chr11
50073804	50205934	left	chr11
50211929	50315095	right	chr11
50321182	50735081	left	chr11
50752343	50786610	left	chr11
50792371	50827307	right	chr11
50832799	50999613	left	chr11
51005278	51436377	right	chr11
51442323	51453561	left	chr11
51459578	51637801	right	chr11
51643347	51735734	left	chr11
51741000	51833061	right	chr11
51844957	51959719	left	chr11
51965540	52120726	right	chr11
52132393	52184011	right	chr11
52195288	52287309	left	chr11
52293490	52390848	right	chr11
52396584	52517806	left	chr11
52523151	52540724	right	chr11
52546281	52919879	left	chr11
52925500	53184654	right	chr11
53190500	53207489	left	chr11
53213411	53328375	right	chr11
53339909	53478058	left	chr11
53483301	53707692	right	chr11
53713641	53828371	left	chr11
53834323	53914630	right	chr11
53920433	54392211	left	chr11
54397567	54455505	right	chr11
54466852	54484258	left	chr11
54489787	54851810	right	chr11
54857591	54984185	left	chr11
54990130	55007487	right	chr11
55012786	55099370	left	chr11
55105090	55185454	right	chr11
55191214	55300608	left	chr11
55306248	55334882	right	chr11
55340750	55432788	left	chr11
55438440	55559214	right	chr11
55565204	56019348	left	chr11
56025164	56076676	right	chr11
56088302	56139877	left	chr11
56145633	56186032	right	chr11
56197638	56456484	left	chr11
56461815	56502131	right	chr11
56508033	56634569	left	chr11
56640372	56807031	right	chr11
56812927	56864728	left	chr11
56870027	56973694	right	chr11
56979406	57059864	left	chr11
57065841	57589194	right	chr11
57600575	57715683	right	chr11
57721440	57773145	left	chr11
57778926	57876338	right	chr11
57882038	58020549	left	chr11
58026179	58175361	right	chr11
58181074	58583912	left	chr11
58589481	58957684	right	chr11
58963121	59020989	left	chr11
59026689	59107193	right	chr11
59124408	59141704	right	chr11
59147175	59176112	left	chr11
59182000	59279312	right	chr11
59308188	59377103	left	chr11
59383236	59515253	right	chr11
59520976	59613031	left	chr11
59624323	59739376	right	chr11
59745141	59842813	left	chr11
59848570	59877547	right	chr11
59883367	59986772	left	chr11
59992633	60049820	right	chr11
60055511	60130709	left	chr11
60136496	60216734	right	chr11
60222399	60320184	left	chr11
60325881	60423829	right	chr11
60429547	60475502	left	chr11
60481311	60544739	right	chr11
60550277	60722865	left	chr11
60728291	60872374	right	chr11
60878179	61096749	left	chr11
61102210	61113618	right	chr11
61119376	61257809	left	chr11
61263012	61556343	right	chr11
61562363	61665909	left	chr11
61671250	61786659	right	chr11
61792164	61976115	left	chr11
61981840	61999165	right	chr11
62010540	62028001	right	chr11
62033851	62068205	left	chr11
62074023	62194803	right	chr11
62200370	62212283	left	chr11
62217939	62309787	right	chr11
62315506	62390518	left	chr11
62395829	62522350	right	chr11
62528066	62574325	left	chr11
62579772	62597377	right	chr11
62603204	62700745	left	chr11
62712002	62781540	right	chr11
62786947	63258631	left	chr11
63264004	63356531	right	chr11
63362014	63413990	left	chr11
63419419	63534337	right	chr11
63540193	63551811	left	chr11
63569147	63580508	left	chr11
63586128	63839335	right	chr11
63845003	63937141	left	chr11
63942531	63977440	right	chr11
63982986	64529099	left	chr11
64534837	64604024	right	chr11
64609876	64718878	left	chr11
64724621	64805441	right	chr11
64816857	64880050	left	chr11
64885576	65000662	right	chr11
65006491	65052389	left	chr11
65058405	65184823	right	chr11
65190563	65230751	left	chr11
65236252	65311187	right	chr11
65317092	65466584	left	chr11
65472010	65805805	right	chr11
65811259	66208366	left	chr11
66214241	66254276	right	chr11
66260123	66334631	left	chr11
66340729	66415185	right	chr11
66420997	66461528	left	chr11
66472967	66628119	right	chr11
66645346	66903943	right	chr11
66909845	66927080	left	chr11
66938452	66961711	left	chr11
